110000; 0.019
110000; 0.008
120000; 25.003
120000; 27.494
120000; 0.015
120000; 63.036
120000; 0.021
120000; 0.009
130000; 28.202
130000; 33.786
130000; 0.017
130000; 70.103
130000; 0.023
130000; 0.010
140000; 33.175
140000; 37.206
140000; 0.020
140000; 82.443
140000; 0.026
140000; 0.010
150000; 39.321
150000; 44.482
150000; 0.020
150000; 90.479
150000; 0.026
150000; 0.013
160000; 43.978
160000; 57.159
160000; 0.027
160000; 105.494
160000; 0.027
160000; 0.012
170000; 48.269
170000; 56.093
170000; 0.021
170000; 157.904
170000; 0.037
170000; 0.016
180000; 79.520
180000; 79.759
180000; 0.022
180000; 270.733
180000; 0.036
180000; 0.015
190000; 151.039
190000; 167.888
190000; 0.073
190000; 296.744
190000; 0.103
190000; 0.018
200000; 121.777
200000; 153.820
200000; 0.143
200000; 362.116
200000; 0.107
200000; 0.047
210000; 158.936
210000; 120.685
210000; 0.029
400000; 497.287
100000; 20.484
100000; 22.499
100000; 0.014
100000; 49.463
100000; 0.018
100000; 0.007
150000; 40.038
150000; 45.051
150000; 0.018
150000; 92.599
150000; 0.028
150000; 0.015
200000; 70.300
200000; 80.469
200000; 0.027
200000; 165.947
200000; 0.037
200000; 0.017
30000; 1.592
30000; 1.666
30000; 0.003
30000; 3.584
30000; 0.004
30000; 0.003
60000; 5.962
60000; 7.069
60000; 0.010
60000; 15.964
60000; 0.010
60000; 0.005
90000; 15.530
90000; 15.919
90000; 0.012
90000; 38.071
90000; 0.016
90000; 0.010
120000; 26.805
120000; 31.540
120000; 0.015
120000; 60.594
120000; 0.022
120000; 0.012
150000; 40.081
150000; 46.704
150000; 0.019
150000; 99.394
150000; 0.029
150000; 0.013
180000; 57.377
180000; 65.675
180000; 0.026
180000; 140.076
180000; 0.037
180000; 0.015
210000; 77.452
210000; 93.678
210000; 0.025
210000; 176.332
210000; 0.038
210000; 0.019
240000; 95.137
240000; 105.462
240000; 0.030
240000; 224.073
240000; 0.044
240000; 0.018
270000; 1291.540
30000; 1.552
30000; 1.734
30000; 0.005
30000; 3.827
30000; 0.005
30000; 0.002
60000; 6.062
60000; 6.820
60000; 0.009
60000; 15.642
60000; 0.010
60000; 0.004
90000; 14.545
90000; 17.500
90000; 0.019
90000; 40.590
90000; 0.019
90000; 0.009
120000; 27.400
120000; 34.162
120000; 0.017
120000; 71.750
120000; 0.025
120000; 0.011
150000; 43.977
150000; 54.753
150000; 0.022
150000; 112.984
150000; 0.034
150000; 0.015
180000; 64.919
180000; 78.051
180000; 0.028
180000; 162.410
180000; 0.041
180000; 0.016
210000; 90.253
210000; 119.116
210000; 0.042
210000; 227.033
210000; 0.045
210000; 0.021
240000; 117.053
240000; 145.558
240000; 0.038
240000; 317.011
240000; 0.050
240000; 0.023
270000; 143.968
270000; 178.253
270000; 0.042
270000; 362.955
270000; 0.062
270000; 0.027
300000; 190.178
300000; 231.447
300000; 0.052
300000; 457.773
300000; 0.072
300000; 0.031
30000; 1.641
30000; 0.000
30000; 0.002
30000; 1.604
30000; 0.004
30000; 0.002
60000; 6.267
60000; 0.000
60000; 0.005
60000; 6.402
60000; 0.008
60000; 0.004
90000; 14.509
90000; 0.000
90000; 0.007
90000; 15.200
90000; 0.014
90000; 0.007
120000; 25.182
120000; 0.000
120000; 0.010
120000; 25.611
120000; 0.018
120000; 0.009
150000; 39.224
150000; 0.000
150000; 0.013
150000; 40.032
150000; 0.021
150000; 0.013
180000; 56.457
180000; 0.001
180000; 0.016
180000; 57.675
180000; 0.027
180000; 0.015
210000; 76.833
210000; 0.001
210000; 0.018
210000; 78.556
210000; 0.032
210000; 0.015
240000; 101.094
240000; 0.002
240000; 0.021
240000; 103.512
240000; 0.038
240000; 0.021
270000; 128.213
270000; 0.001
270000; 0.025
270000; 134.164
270000; 0.050
270000; 0.023
300000; 159.275
300000; 0.001
300000; 0.028
300000; 163.132
300000; 0.063
300000; 0.026
30000; 1.882
30000; 1.055
30000; 0.010
30000; 4.706
30000; 0.010
30000; 0.003
60000; 7.808
60000; 4.377
60000; 0.020
60000; 22.082
60000; 0.029
60000; 0.006
90000; 21.732
90000; 12.411
90000; 0.057
90000; 63.321
90000; 0.033
90000; 0.008
120000; 33.217
120000; 15.851
120000; 0.066
120000; 115.408
120000; 0.088
120000; 0.018
150000; 55.271
150000; 33.717
150000; 0.106
150000; 160.296
150000; 0.051
150000; 0.011
180000; 68.378
180000; 33.631
180000; 0.128
180000; 189.913
180000; 0.079
180000; 0.015
210000; 99.875
210000; 45.543
210000; 0.090
210000; 264.337
210000; 0.072
210000; 0.015
240000; 116.194
240000; 61.789
240000; 0.136
240000; 409.780
240000; 0.135
240000; 0.028
270000; 193.340
270000; 114.436
270000; 0.262
270000; 523.508
270000; 0.137
270000; 0.022
300000; 199.676
300000; 120.548
300000; 0.259
300000; 672.152
300000; 0.135
300000; 0.046
1000000; 0.005
1000000; 0.104
1000000; 0.008
1000000; 0.252
1500000; 0.010
1500000; 0.168
2000000; 0.010
2000000; 0.210
2500000; 0.013
2500000; 0.278
3000000; 0.015
3000000; 0.349
3500000; 0.018
3500000; 0.405
4000000; 0.026
4000000; 0.489
4500000; 0.024
4500000; 0.561
5000000; 0.027
5000000; 0.624
500000; 0.003
500000; 0.058
1000000; 0.012
1000000; 0.228
1500000; 0.011
1500000; 0.177
2000000; 0.014
2000000; 0.216
2500000; 0.014
2500000; 0.278
3000000; 0.017
3000000; 0.371
3500000; 0.019
3500000; 0.387
4000000; 0.020
4000000; 0.444
4500000; 0.027
4500000; 0.551
5000000; 0.027
5000000; 0.596
10000; 0.204
20000; 0.719
30000; 1.600
40000; 2.870
50000; 4.474
60000; 6.459
70000; 8.788
80000; 11.486
90000; 14.543
100000; 17.983
10000; 0.517
20000; 1.693
30000; 3.630
40000; 6.385
50000; 10.023
60000; 14.754
70000; 19.904
80000; 26.364
90000; 33.431
100000; 40.283
10000; 0.610
20000; 2.183
30000; 4.762
40000; 8.428
50000; 13.448
60000; 19.028
70000; 27.284
80000; 35.833
90000; 44.653
100000; 54.065
